"code","name","high","low","close","volume","change_absolute","direction","change_percent","sector","industry","pe_ratio","peg_ratio","eps","divyield","ptb","pts","ebitda","shares","market_cap","52wk_range"
"AIRC","Apartment Income REIT Corp","54.75","52.50","52.85","806,300","-1.43","","2.63","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","35.99 - 54.55"
"AIT","Applied Industrial Technologies","102.6","100.0","100.2","207,200","-1.3","","1.31","Consumer Durables","Industrial Specialties","19.04","1.7","3.4","1.79","3.42","0.98","214.27M","39.07M","4.01B","70.08 - 109.87"
"AIV","Apartment Investment and Management","7.810","7.505","7.550","1,440,400","-0.260","","3.33","Consumer Services","Real Estate Investment Trusts","34.94","14.89","1.27","3.25","4.97","6.94","576.30M","157.09M","1.23B","4.40 - 40.96"
"AIZ","Assurant Inc","156.4","153.0","153.5","313,500","-0.6","","0.39","Finance","Accident &Health Insurance","13.15","1.47","7.61","2.11","1.29","0.8","864.39M","53.87M","8.35B","121.55 - 172.22"
"AIZN","Assurant Inc 5.25% Subordinated Notes","26.75","26.34","26.71","15,400","0.15","","0.56","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.56 - 27.58"
"AJG","Arthur J. Gallagher & Company","168.5","162.8","166.6","1,293,400","-2.2","","1.30","Finance","Specialty Insurers","25.22","2.09","2.48","2.51","2.92","1.94","887.80M","180.20M","30.56B","112.92 - 171.18"
"AJRD","Aerojet Rocketdyne Holdings","43.86","43.06","43.75","526,300","0.98","","2.29","","","62.98","1.8","0.52","N/A","19.02","1.31","183.10M","75.08M","3.20B","39.85 - 53.53"
"AJX","Great Ajax Corp","13.14","12.85","12.95","92,500","-0.06","","0.46","","","9.09","N/A","1.57","8.55","0.9","4.88","N/A","17.62M","223.47M","9.62 - 14.74"
"AJXA","Great Ajax Corp 7.25% Convertible Senior","25.99","25.96","25.98","500","0.23","","0.89","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","4.32M","111.15M","24.00 - 27.02"
"AKA","A.K.A. Brands Holding Corp","10.057","9.600","9.850","213,100","-0.060","","0.61","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"AKO.A","Embotell Andina Sa Cl A ADR","10.10","9.98","10.10","2,500","0.11","","1.10","Consumer Non-Durables","Beverages (Production/Distribution)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.30 - 15.06"
"AKO.B","Embotell Andna Sa Cl B ADR","12.35","11.86","12.29","10,700","0.22","","1.82","Consumer Non-Durables","Beverages (Production/Distribution)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","11.27 - 17.36"
"AKR","Acadia Realty Trust","21.22","20.69","20.79","572,200","-0.06","","0.29","Consumer Services","Real Estate Investment Trusts","44.2","20.68","0.65","3.64","1.52","9.51","140.01M","83.71M","1.79B","13.48 - 23.33"
"AL","Air Lease Corp Cl A","43.37","42.09","42.12","774,400","-1.07","","2.48","Technology","Diversified Commercial Services","12.61","0.9","3.43","0.69","1.26","3.05","N/A","103.23M","4.59B","36.52 - 52.96"
"AL-A","Air Lease Corp [Al/Pa]","26.79","26.35","26.40","6,700","-0.37","","1.38","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.78 - 28.09"
"ALB","Albemarle Corp","247.7","239.7","243.8","1,192,400","-5.0","","2.00","Basic Industries","Major Chemicals","17.79","2.12","7.82","0.92","4.08","5.47","744.58M","110.44M","29.03B","133.82 - 291.48"
"ALC","Alcon Inc","83.42","82.27","82.33","542,800","-1.24","","1.48","Health Care","Hospital/Nursing Management","N/A","N/A","N/A","N/A","1.03","1.24","26.00M","23.18M","1.95B","62.63 - 87.49"
"ALCC","Altc Acquisition Corp Cl A","9.890","9.860","9.880","26,200","-0.010","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"ALE","Allete Inc","63.56","62.65","62.78","457,600","-0.01","","0.02","Public Utilities","Power Generation","23.45","4.7","3.4","2.71","2","2.86","412.30M","50.95M","3.21B","56.84 - 73.10"
"ALEX","Alexander and Baldwin Inc","24.45","23.73","23.81","395,300","-0.31","","1.29","Consumer Services","Marine Transportation","230.46","4.42","0.2","0.62","1.82","5.46","102.20M","49.12M","1.19B","14.89 - 26.57"
"ALG","Alamo Group","149.1","143.9","144.6","38,500","-2.3","","1.57","Capital Goods","Industrial Machinery/Components","27.79","3.9","3.89","0.37","2.95","1.48","93.56M","11.65M","1.74B","133.08 - 165.98"
"ALI-A","Altera Infrastructure LP 7.25% Ser A","3.190","2.560","2.890","68,300","-0.400","","12.16","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3.18 - 24.66"
"ALI-B","Altera Infrastructure LP 8.50% Ser B","3.600","3.200","3.250","29,800","-0.500","","13.33","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3.60 - 25.40"
"ALI-E","Altera Infrastructure LP 8.875% Ser E","3.430","2.880","2.920","34,300","-0.580","","16.57","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3.58 - 25.79"
"ALI.W","Alight Inc WT [Alit/W]","2.700","2.610","2.650","110,400","-0.020","","0.76","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"ALIT","Alight Inc Cl A","10.56","10.16","10.36","1,696,800","-0.05","","0.48","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"ALK","Alaska Air Group","51.69","50.01","50.14","1,553,600","-0.16","","0.32","Transportation","Air Freight/Delivery Services","10.83","2.29","6.15","1.8","2.47","1.16","1.84B","123.46M","6.38B","46.26 - 74.25"
"ALL","Allstate Corp","111.5","108.1","110.7","2,208,800","2.5","","2.32","Finance","Property-Casualty Insurers","13.84","0.85","6.77","1.58","1.72","0.9","4.70B","361.36M","39.03B","102.55 - 140.00"
"ALL-B","Allstate Corp [All/Pb]","26.03","25.91","26.03","12,700","0.06","","0.23","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.49 - 27.87"
"ALL-G","Allstate Corp [All/Pg]","26.37","26.22","26.32","17,600","0.02","","0.08","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","26.06 - 28.66"
"ALL-H","Allstate Corp [All/Ph]","26.76","26.59","26.76","72,100","0.04","","0.15","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.62 - 28.27"
"ALL-I","Allstate Corp [All/Pi]","26.43","26.28","26.41","8,700","0.02","","0.08","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.24 - 27.96"
"ALLE","Allegion Plc","131.3","128.8","129.6","440,300","-0.8","","0.64","","","31.06","1.53","2.59","0.79","28.89","3.29","503.40M","95.03M","12.45B","106.52 - 148.70"
"ALLY","Ally Financial","48.59","46.90","48.08","3,146,900","0.90","","1.91","","","13.39","2.25","1.96","1.84","0.87","2.1","N/A","479.83M","23.33B","33.32 - 56.61"
"ALP-Q","Alabama Power Co. [Alp/Pq]","25.85","25.80","25.80","5,900","-0.08","","0.31","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.72 - 28.60"
"ALSN","Allison Transmission Holdings","36.12","34.94","35.37","1,040,300","0.22","","0.63","","","24.38","0.9","1.76","1.46","8.79","3.08","707.40M","148.81M","5.19B","32.55 - 46.40"
"ALT-A","Alta Equipment Group Inc","27.75","27.74","27.75","1,500","0.40","","1.45","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.49 - 29.00"
"ALTG","Alta Equipment Group Inc","13.67","13.31","13.50","55,300","0.05","","0.37","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","8.66 - 17.38"
"ALV","Autoliv Inc","101.10","98.87","98.90","489,700","-1.69","","1.68","Capital Goods","Auto Parts:O.E.M.","19.61","2.13","6.33","1.94","2.78","1.05","1.28B","86.91M","8.96B","80.83 - 110.59"
"ALX","Alexander's Inc","255.0","247.8","247.8","36,800","-7.2","","2.82","Consumer Services","Real Estate Investment Trusts","25.1","N/A","16.62","4.1","6.13","9.25","138.66M","5.10M","1.32B","253.00 - 308.39"
"AM","Antero Midstream Corp","9.480","9.200","9.260","6,125,100","0.000","","0.00","Consumer Services","Consumer: Greeting Cards","19.84","1.13","1.47","4.72","3.57","7.88","455.28M","186.58M","1.78B","7.49 - 11.71"
"AMAM","Ambrx Biopharma Inc ADR","9.939","9.295","9.810","21,400","0.100","","1.03","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"AMB.W","Ambac Financial Group Inc WT [Ambc/W]","2.080","1.875","1.930","143,000","-0.150","","7.22","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1.77 - 6.77"
"AMBC","Ambac Financial Group","14.88","14.45","14.55","450,300","-0.14","","0.95","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","13.09 - 18.63"
"AMBP","Ardagh Metal Packaging S.A.","9.270","9.050","9.070","750,100","-0.180","","1.95","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"AMC","AMC Entertainment Holdings Inc","25.12","20.80","24.50","106,732,900","1.26","","5.42","","","N/A","1.25","N/A","5.44","0.78","0.46","644.04M","130.85M","3.59B","1.91 - 72.62"
"AMCR","Amcor Plc","11.86","11.65","11.67","6,684,500","0.00","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10.33 - 12.92"
"AME","Amtek Inc","143.7","140.5","141.1","1,019,800","-1.4","","0.95","Consumer Durables","Metal Fabrications","30.36","3.16","2.28","0.52","4.45","4","1.04B","230.81M","32.95B","106.96 - 143.55"
"AMG","Affiliated Managers Group","165.8","160.2","161.2","305,100","-0.5","","0.31","Finance","Investment Managers","21.12","0.93","9.03","0.42","2.97","4.84","842.60M","55.96M","9.26B","95.75 - 191.62"
"AMH","American Homes 4 Rent","42.12","40.87","41.08","1,447,400","-1.10","","2.61","Finance","Life Insurance","N/A","21.15","N/A","0.94","1.18","5.94","473.25M","260.24M","10.79B","28.57 - 42.61"
"AMH-F","American Homes 4 Rent [Amh/Pf]","25.42","25.18","25.25","15,400","-0.39","","1.50","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.16 - 26.48"
"AMH-G","American Homes 4 Rent [Amh/Pg]","25.18","25.13","25.18","3,300","-0.33","","1.31","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.12 - 26.91"
"AMH-H","American Homes 4 Rent [Amh/Ph]","26.44","26.23","26.43","15,500","-0.27","","1.01","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","26.01 - 28.12"
"AMK","Assetmark Financial Holdings Inc","26.12","25.22","26.01","108,500","0.48","","1.88","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","21.83 - 29.54"
"AMN","Amn Healthcare Services Inc","112.1","107.0","110.3","380,200","1.9","","1.72","Capital Goods","Building Materials","18.27","1.39","2.37","N/A","4.01","1.05","236.01M","48.04M","5.34B","66.70 - 124.62"
"AMOV","America Movil A ADR","18.90","18.01","18.83","1,100","0.31","","1.67","","","21.0501","N/A","0.8","1.86","5.6954","0.9713","14.79B","3.29B","62.49B","12.76 - 19.70"
"AMP","Ameriprise Financial Services","296.1","291.2","292.2","840,300","-0.6","","0.20","Finance","Investment Managers","18.4","0.92","8.73","2.15","3.92","2.03","2.90B","149.92M","44.65B","182.83 - 312.15"
"AMP.T","Altus Power Inc WT [Amps.W]","2.257","2.000","2.050","171,900","0.020","","0.99","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"AMP.U","Advanced Merger Partners Inc [Ampi.U]","9.900","9.850","9.900","11,400","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"AMP.W","Advanced Merger Partners Inc [Ampi/W]","0.8748","0.8100","0.8246","9,000","0.0046","","0.56","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"AMPI","Advanced Merger Partners Inc Cl A","9.750","9.730","9.740","152,000","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"AMPS","Altus Power Inc","10.126","9.520","9.670","476,000","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"AMPY","Amplify Energy Corp","3.055","2.915","2.940","372,100","-0.050","","1.67","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1.13 - 5.78"
"AMR","Alpha Metallurgical Resources Inc","51.67","47.73","48.36","210,600","-1.05","","2.13","Transportation","Air Freight/Delivery Services","N/A","N/A","N/A","N/A","N/A","0.01","898.00M","335.14M","16.80B","0.20 - 8.63"
"AMRC","Ameresco Inc","80.88","75.39","77.30","308,900","-4.30","","5.27","Basic Industries","Engineering & Construction","26.58","3.18","0.3","N/A","1.2","0.56","54.85M","45.53M","3.71B","37.70 - 101.86"
"AMRX","Amneal Pharmaceuticals Inc","4.130","3.950","3.950","704,700","-0.090","","2.23","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","4.00 - 7.45"
"AMT","American Tower Corp","278.1","271.0","273.4","2,088,600","-2.6","","0.95","Consumer Services","Telecommunications Equipment","55.61","1.99","2.5","1.9","9.17","9.38","3.74B","429.19M","116.98B","197.50 - 303.72"
"AMWL","American Well Corp Cl A","6.280","5.950","6.000","2,270,200","-0.160","","2.60","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","5.85 - 43.75"
"AMX","America Movil S.A.B. DE C.V. ADR","19.09","18.55","19.02","1,963,100","0.35","","1.87","Public Utilities","Telecommunications Equipment","21.35","0.25","0.8","1.93","5.73","0.98","14.79B","3.29B","63.05B","12.69 - 19.79"
"AN","Autonation Inc","117.2","113.0","116.0","1,279,900","1.7","","1.49","Consumer Durables","Automotive Aftermarket","11.85","2.62","4.02","N/A","1.92","0.22","916.20M","100.42M","12.12B","65.45 - 133.48"
"ANA.U","Arctos Northstar Acquisition Corp","9.910","9.910","9.910","100","-0.010","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"ANA.W","Arctos Northstar Acquisition Corp WT","0.8000","0.7701","0.7800","7,800","-0.0701","","8.25","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"ANAC","Arctos Northstar Acquisition Corp Cl A","9.760","9.740","9.740","509,900","-0.050","","0.51","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"ANET","Arista Networks Inc","132.0","129.6","131.1","2,302,600","-1.1","","0.80","","","50.49","1.94","3.88","N/A","10.24","10.24","350.69M","72.53M","9.48B","65.52 - 134.14"
"ANF","Abercrombie & Fitch Company","34.84","33.10","34.08","1,507,300","0.60","","1.79","Consumer Services","Clothing/Shoe/Accessory Stores","N/A","N/A","N/A","5.48","0.86","0.3","181.74M","68.09M","2.42B","18.69 - 48.97"
"ANTM","Anthem Inc","438.9","428.4","433.9","938,500","3.9","","0.91","","","19.98","1.37","10.57","1.43","2.06","0.62","5.75B","262.56M","113.16B","286.04 - 439.90"
"ANVS","Annovis Bio Inc","21.15","19.66","19.98","65,900","-0.53","","2.58","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"AOD","Alpine Total Dynamic Dividend","10.15","10.07","10.12","295,900","0.00","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","8.59 - 10.50"
"AOMR","Angel Oak Mortgage Inc","16.71","16.29","16.38","71,800","-0.28","","1.68","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"AON","AON Plc","296.3","290.8","294.2","1,298,200","0.3","","0.12","Finance","Specialty Insurers","21.35","1.7","6.85","0.99","7.05","3.26","2.54B","254.34M","74.71B","200.65 - 326.25"
"AOS","Smith A.O. Corp","83.89","81.36","81.98","1,106,000","-1.56","","1.87","Consumer Durables","Metal Fabrications","30.25","3.5","1.97","0.94","6.38","3.6","549.50M","172.48M","14.42B","52.08 - 83.62"
"AP","Ampco-Pittsburgh Corp","4.900","4.520","4.760","37,500","0.110","","2.37","Capital Goods","Fluid Controls","N/A","N/A","N/A","N/A","1.42","0.55","7.81M","12.36M","62.54M","4.12 - 8.81"
"APAM","Artisan Partners Asset Mgmt","45.63","43.77","45.37","934,900","1.14","","2.58","","","20.74","1.37","1.7","6.78","11.99","2.36","250.43M","49.79M","2.22B","43.06 - 57.65"
"APD","Air Products and Chemicals","299.5","295.9","298.2","808,500","0.6","","0.22","Basic Industries","Major Chemicals","12.09","5.3","13.31","2.35","3.74","3.54","3.18B","217.93M","64.36B","245.75 - 316.39"
"APG","Api Group Corp","23.63","22.69","22.89","470,700","-0.67","","2.84","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","16.63 - 25.75"
"APG.U","Apollo Strategic Growth Capital II","10.000","9.960","9.960","39,600","-0.040","","0.40","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"APG.W","Apollo Strategic Growth Capital II WT","1.140","1.030","1.050","78,200","0.010","","0.96","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"APGB","Apollo Strategic Growth Capital II Cl A","9.780","9.760","9.780","963,400","0.010","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"APH","Amphenol Corp","83.40","81.85","82.47","1,459,100","-1.13","","1.35","Capital Goods","Electrical Products","29.16","2.55","2.97","0.89","6.73","4.01","1.54B","305.43M","25.74B","58.58 - 138.20"
"APLE","Apple Hospitality REIT Inc","15.60","15.08","15.12","1,759,700","-0.11","","0.72","","","22.94","N/A","0.82","6.35","1.2","3.56","420.26M","223.28M","3.49B","12.29 - 17.44"
"APN.U","Apeiron Capital Investment Corp. Units","10.09","10.06","10.07","217,800","-0.02","","0.22","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"APO","Apollo Global Management Llc C","70.70","68.25","68.53","2,631,500","-1.08","","1.55","Finance","Investment Managers","12.64","1.38","2.55","6.45","6.43","2.8","N/A","193.99M","13.51B","45.40 - 81.07"
"APO-A","Apollo Global Mgmt Inc [Apo/Pa]","25.43","25.32","25.42","17,900","0.02","","0.08","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.03 - 27.02"
"APO-B","Apollo Global Mgmt Inc [Apo/Pb]","26.24","26.02","26.24","19,700","0.14","","0.54","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.80 - 27.56"
"APRN","Blue Apron Holdings Inc","8.400","7.240","7.800","2,134,300","-0.430","","5.22","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","30.04M","281.20M","3.52 - 12.76"
"APS.U","Apollo Strategic Growth Capital Unit","10.24","10.24","10.24","100","-0.09","","0.86","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10.00 - 12.31"
"APS.W","Apollo Strategic Growth Capital [Apsg/W]","1.290","1.220","1.290","83,000","0.030","","2.38","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.75 - 2.93"
"APSG","Apollo Strategic Growth Capital Cl A","9.880","9.850","9.880","855,100","0.010","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.64 - 11.40"
"APT-A","Aptiv Plc 5.5% Mandatory Cnv Ser A","179.5","176.7","179.1","3,200","-3.1","","1.69","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","142.72 - 201.10"
"APTS","Preferred Apartment Communities","14.36","13.98","14.01","770,100","-0.25","","1.75","","","N/A","N/A","N/A","4.88","0.64","2.73","142.18M","33.32M","466.50M","7.04 - 14.56"
"APTV","Aptiv Plc","163.6","157.7","160.8","1,703,200","-2.1","","1.31","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","119.75 - 180.81"
"AQN","Algonquin Pwr & Util","13.90","13.51","13.66","6,000,900","-0.33","","2.36","","","59.78","N/A","0.18","4.36","1.86","3.26","504.92M","385.98M","5.36B","13.39 - 17.86"
"AQNA","Algonquin Power & Utilities Corp","27.62","27.46","27.59","36,800","0.01","","0.04","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.71 - 28.75"
"AQNB","Algonquin Power & Utilities Corp 6.20%","27.21","26.91","26.91","19,800","-0.60","","2.18","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","26.80 - 28.75"
"AQNU","Algonquin Power & Utilities Corp","45.30","44.30","44.63","26,500","-0.74","","1.63","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"AQUA","Evoqua Water Technologies Corp","45.81","44.67","45.42","690,000","-0.20","","0.44","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","22.00 - 49.38"
"AR","Antero Resources Corp","16.74","16.25","16.32","3,832,700","-0.28","","1.69","","","436.05","2","0.04","N/A","0.75","2.08","1.36B","315.73M","5.50B","4.71 - 21.99"
"ARC","American Reprographics Company","3.310","3.150","3.220","351,800","-0.010","","0.31","Consumer Services","Professional Services","19.33","2.32","0.24","N/A","1.36","0.54","56.98M","46.44M","146.75M","1.35 - 3.43"
"ARCH","Arch Resources Inc","86.07","82.86","83.21","210,700","-0.56","","0.67","","","1.01","N/A","71.83","1.94","2.23","0.79","382.34M","24.34M","2.07B","39.02 - 105.58"
"ARCO","Arcos Dorados Holdings Inc","5.280","5.180","5.190","486,700","-0.040","","0.76","Consumer Services","Restaurants","38.85","2.19","0.26","N/A","5.21","0.68","249.87M","210.89M","1.16B","4.33 - 6.82"
"ARDC","Ares Dynamic Credit Allocation","15.64","15.52","15.54","64,000","-0.05","","0.32","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","13.79 - 16.66"
"ARE","Alexandria Real Estate Equities","214.1","209.3","212.0","643,000","-2.1","","0.96","Consumer Services","Real Estate Investment Trusts","275.76","828.1","0.44","2.83","2.21","11.12","639.55M","93.65M","19.85B","154.37 - 213.25"
