"","code","name","high","low","close","volume","change","direction","price","sector","industry","pe_ratio","peg_ratio","eps","divyield","ptb","pts","ebitda","shares","market_cap","52wk_range"
"134","AIR","AAR Corp","35.71","34.90","35.42","222,913","0.30","","0.85","Capital Goods","Aerospace","23.2","0.9","1.66","0.78","1.42","0.73","134.70M","33.93M","1.20B","30.90 - 45.49"
"135","AIRC","Apartment Income REIT Corp","52.49","51.75","52.28","549,830","0.46","","0.89","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","35.99 - 54.55"
"136","AIT","Applied Industrial Technologies","103.6","101.6","102.7","89,887","0.2","","0.21","Consumer Durables","Industrial Specialties","19.04","1.7","3.4","1.79","3.42","0.98","214.27M","39.07M","4.01B","70.08 - 109.87"
"137","AIV","Apartment Investment and Management","8.000","7.790","7.830","1,617,090","-0.100","","1.26","Consumer Services","Real Estate Investment Trusts","34.94","14.89","1.27","3.25","4.97","6.94","576.30M","157.09M","1.23B","4.40 - 40.96"
"138","AIZ","Assurant Inc","157.0","153.7","155.0","357,055","-0.7","","0.46","Finance","Accident &Health Insurance","13.15","1.47","7.61","2.11","1.29","0.8","864.39M","53.87M","8.35B","121.55 - 172.22"
"139","AIZN","Assurant Inc 5.25% Subordinated Notes","26.56","26.37","26.47","6,217","0.02","","0.08","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.56 - 27.58"
"140","AJG","Arthur J. Gallagher & Company","169.7","167.7","169.6","889,554","1.9","","1.15","Finance","Specialty Insurers","25.22","2.09","2.48","2.51","2.92","1.94","887.80M","180.20M","30.56B","112.92 - 171.18"
"141","AJRD","Aerojet Rocketdyne Holdings","42.65","42.37","42.59","238,931","0.05","","0.12","","","62.98","1.8","0.52","N/A","19.02","1.31","183.10M","75.08M","3.20B","39.85 - 53.53"
"142","AJX","Great Ajax Corp","12.86","12.62","12.68","62,761","-0.17","","1.32","","","9.09","N/A","1.57","8.55","0.9","4.88","N/A","17.62M","223.47M","9.62 - 14.74"
"143","AJXA","Great Ajax Corp 7.25% Convertible Senior","25.73","25.69","25.73","9,342","-0.03","","0.12","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","4.32M","111.15M","24.00 - 27.02"
"144","AKA","A.K.A. Brands Holding Corp","11.22","10.72","10.85","198,048","-0.28","","2.52","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"145","AKO.A","Embotell Andina Sa Cl A ADR","10.000","10.000","10.000","284","0.060","","0.60","Consumer Non-Durables","Beverages (Production/Distribution)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.30 - 15.06"
"146","AKO.B","Embotell Andna Sa Cl B ADR","12.58","12.11","12.30","5,333","-0.22","","1.77","Consumer Non-Durables","Beverages (Production/Distribution)","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","11.27 - 17.36"
"147","AKR","Acadia Realty Trust","21.80","21.05","21.40","516,314","-0.21","","0.97","Consumer Services","Real Estate Investment Trusts","44.2","20.68","0.65","3.64","1.52","9.51","140.01M","83.71M","1.79B","13.48 - 23.33"
"148","AL","Air Lease Corp Cl A","44.87","44.03","44.49","416,764","-0.01","","0.02","Technology","Diversified Commercial Services","12.61","0.9","3.43","0.69","1.26","3.05","N/A","103.23M","4.59B","36.52 - 52.96"
"149","AL-A","Air Lease Corp [Al/Pa]","26.90","26.50","26.77","11,677","-0.04","","0.15","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","24.78 - 28.09"
"150","ALB","Albemarle Corp","263.6","257.2","262.9","598,315","5.4","","2.10","Basic Industries","Major Chemicals","17.79","2.12","7.82","0.92","4.08","5.47","744.58M","110.44M","29.03B","133.82 - 291.48"
"151","ALC","Alcon Inc","84.57","83.46","84.16","681,262","-0.89","","1.05","Health Care","Hospital/Nursing Management","N/A","N/A","N/A","N/A","1.03","1.24","26.00M","23.18M","1.95B","62.63 - 87.49"
"152","ALCC","Altc Acquisition Corp Cl A","9.900","9.880","9.900","35,148","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"153","ALE","Allete Inc","63.27","62.38","62.94","313,138","0.69","","1.11","Public Utilities","Power Generation","23.45","4.7","3.4","2.71","2","2.86","412.30M","50.95M","3.21B","56.84 - 73.10"
"154","ALEX","Alexander and Baldwin Inc","24.41","23.99","24.20","260,389","0.07","","0.29","Consumer Services","Marine Transportation","230.46","4.42","0.2","0.62","1.82","5.46","102.20M","49.12M","1.19B","14.89 - 26.57"
"155","ALG","Alamo Group","152.6","148.4","149.1","14,505","-0.4","","0.25","Capital Goods","Industrial Machinery/Components","27.79","3.9","3.89","0.37","2.95","1.48","93.56M","11.65M","1.74B","133.08 - 165.98"
"156","ALI-A","Altera Infrastructure LP 7.25% Ser A","3.700","2.880","3.540","36,144","0.360","","11.32","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3.18 - 24.66"
"157","ALI-B","Altera Infrastructure LP 8.50% Ser B","4.250","3.300","3.900","47,320","0.260","","7.14","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3.60 - 25.40"
"158","ALI-E","Altera Infrastructure LP 8.875% Ser E","3.850","3.160","3.600","37,894","-0.110","","2.96","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3.58 - 25.79"
"159","ALI.W","Alight Inc WT [Alit/W]","2.740","2.620","2.710","148,679","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"160","ALIT","Alight Inc Cl A","10.58","10.17","10.43","1,761,170","-0.03","","0.29","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"161","ALK","Alaska Air Group","52.06","50.72","51.67","1,977,320","0.25","","0.49","Transportation","Air Freight/Delivery Services","10.83","2.29","6.15","1.8","2.47","1.16","1.84B","123.46M","6.38B","46.26 - 74.25"
"162","ALL","Allstate Corp","108.7","107.4","108.0","1,379,808","0.4","","0.33","Finance","Property-Casualty Insurers","13.84","0.85","6.77","1.58","1.72","0.9","4.70B","361.36M","39.03B","102.55 - 140.00"
"163","ALL-B","Allstate Corp [All/Pb]","26.03","25.91","25.91","25,929","-0.12","","0.46","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.49 - 27.87"
"164","ALL-G","Allstate Corp [All/Pg]","26.40","26.26","26.28","20,942","-0.03","","0.11","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","26.06 - 28.66"
"165","ALL-H","Allstate Corp [All/Ph]","26.85","26.66","26.71","41,078","0.02","","0.07","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.62 - 28.27"
"166","ALL-I","Allstate Corp [All/Pi]","26.57","26.35","26.41","10,932","-0.06","","0.23","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.24 - 27.96"
"167","ALLE","Allegion Plc","132.1","130.1","131.1","392,784","0.2","","0.13","","","31.06","1.53","2.59","0.79","28.89","3.29","503.40M","95.03M","12.45B","106.52 - 148.70"
"168","ALLY","Ally Financial","48.94","47.83","48.63","2,378,422","0.32","","0.66","","","13.39","2.25","1.96","1.84","0.87","2.1","N/A","479.83M","23.33B","33.32 - 56.61"
"169","ALP-Q","Alabama Power Co. [Alp/Pq]","25.93","25.82","25.90","9,020","0.08","","0.31","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.72 - 28.60"
"170","ALSN","Allison Transmission Holdings","35.49","34.67","34.89","1,012,139","0.13","","0.37","","","24.38","0.9","1.76","1.46","8.79","3.08","707.40M","148.81M","5.19B","32.55 - 46.40"
"171","ALT-A","Alta Equipment Group Inc","27.72","27.50","27.50","1,438","-0.25","","0.90","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.49 - 29.00"
"172","ALTG","Alta Equipment Group Inc","13.79","13.30","13.63","51,982","-0.04","","0.29","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","8.66 - 17.38"
"173","ALV","Autoliv Inc","103.1","102.0","103.1","388,697","1.8","","1.74","Capital Goods","Auto Parts:O.E.M.","19.61","2.13","6.33","1.94","2.78","1.05","1.28B","86.91M","8.96B","80.83 - 110.59"
"174","ALX","Alexander's Inc","260.8","257.6","258.5","6,459","-1.4","","0.54","Consumer Services","Real Estate Investment Trusts","25.1","N/A","16.62","4.1","6.13","9.25","138.66M","5.10M","1.32B","253.00 - 308.39"
"175","AM","Antero Midstream Corp","9.760","9.390","9.550","5,416,922","-0.130","","1.34","Consumer Services","Consumer: Greeting Cards","19.84","1.13","1.47","4.72","3.57","7.88","455.28M","186.58M","1.78B","7.49 - 11.71"
"176","AMAM","Ambrx Biopharma Inc ADR","10.180","9.030","9.170","25,081","-0.010","","0.11","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"177","AMB.W","Ambac Financial Group Inc WT [Ambc/W]","3.710","2.020","3.610","20,557","1.475","","69.09","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1.77 - 6.77"
"178","AMBC","Ambac Financial Group","15.57","15.00","15.32","558,697","-0.02","","0.13","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","13.09 - 18.63"
"179","AMBP","Ardagh Metal Packaging S.A.","9.490","9.280","9.410","1,106,598","0.080","","0.86","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"180","AMC","AMC Entertainment Holdings Inc","29.93","26.00","27.44","58,573,750","-2.02","","6.86","","","N/A","1.25","N/A","5.44","0.78","0.46","644.04M","130.85M","3.59B","1.91 - 72.62"
"181","AMCR","Amcor Plc","11.67","11.53","11.60","3,703,656","0.04","","0.35","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10.33 - 12.92"
"182","AME","Amtek Inc","142.8","141.1","142.8","671,161","1.7","","1.18","Consumer Durables","Metal Fabrications","30.36","3.16","2.28","0.52","4.45","4","1.04B","230.81M","32.95B","106.96 - 143.55"
"183","AMG","Affiliated Managers Group","170.2","163.5","165.4","225,275","-2.3","","1.34","Finance","Investment Managers","21.12","0.93","9.03","0.42","2.97","4.84","842.60M","55.96M","9.26B","95.75 - 191.62"
"184","AMH","American Homes 4 Rent","42.06","41.32","41.45","1,862,532","-0.20","","0.48","Finance","Life Insurance","N/A","21.15","N/A","0.94","1.18","5.94","473.25M","260.24M","10.79B","28.57 - 42.61"
"185","AMH-F","American Homes 4 Rent [Amh/Pf]","26.04","25.87","25.87","18,449","-0.22","","0.84","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.16 - 26.48"
"186","AMH-G","American Homes 4 Rent [Amh/Pg]","25.64","25.53","25.53","1,193","-0.11","","0.43","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.12 - 26.91"
"187","AMH-H","American Homes 4 Rent [Amh/Ph]","26.68","26.68","26.68","1,482","0.09","","0.34","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","26.01 - 28.12"
"188","AMK","Assetmark Financial Holdings Inc","25.35","24.84","25.17","74,675","0.06","","0.24","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","21.83 - 29.54"
"189","AMN","Amn Healthcare Services Inc","112.1","109.1","111.2","437,580","0.5","","0.42","Capital Goods","Building Materials","18.27","1.39","2.37","N/A","4.01","1.05","236.01M","48.04M","5.34B","66.70 - 124.62"
"190","AMOV","America Movil A ADR","19.01","18.85","19.01","2,548","0.01","","0.05","","","21.0501","N/A","0.8","1.86","5.6954","0.9713","14.79B","3.29B","62.49B","12.76 - 19.70"
"191","AMP","Ameriprise Financial Services","299.9","293.4","297.8","609,007","0.5","","0.15","Finance","Investment Managers","18.4","0.92","8.73","2.15","3.92","2.03","2.90B","149.92M","44.65B","182.83 - 312.15"
"192","AMP.U","Advanced Merger Partners Inc [Ampi.U]","9.890","9.880","9.880","3,339","-0.020","","0.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"193","AMP.W","Advanced Merger Partners Inc [Ampi/W]","2.8000","0.8100","0.8200","153,154","-0.0100","","1.20","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"194","AMPI","Advanced Merger Partners Inc Cl A","9.780","9.780","9.780","500","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"195","AMPY","Amplify Energy Corp","3.160","2.990","3.110","655,689","0.010","","0.32","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1.13 - 5.78"
"196","AMR","Alpha Metallurgical Resources Inc","52.29","48.14","50.12","154,102","-1.21","","2.36","Transportation","Air Freight/Delivery Services","N/A","N/A","N/A","N/A","N/A","0.01","898.00M","335.14M","16.80B","0.20 - 8.63"
"197","AMRC","Ameresco Inc","83.87","80.27","81.46","160,121","-0.07","","0.09","Basic Industries","Engineering & Construction","26.58","3.18","0.3","N/A","1.2","0.56","54.85M","45.53M","3.71B","37.70 - 101.86"
"198","AMRX","Amneal Pharmaceuticals Inc","4.140","4.030","4.040","802,965","-0.050","","1.22","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","4.00 - 7.45"
"199","AMT","American Tower Corp","274.2","269.5","272.6","1,328,786","1.5","","0.56","Consumer Services","Telecommunications Equipment","55.61","1.99","2.5","1.9","9.17","9.38","3.74B","429.19M","116.98B","197.50 - 303.72"
"200","AMWL","American Well Corp Cl A","6.560","6.150","6.240","2,350,053","-0.180","","2.80","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","5.85 - 43.75"
"201","AMX","America Movil S.A.B. DE C.V. ADR","19.22","18.91","19.18","2,558,143","0.05","","0.26","Public Utilities","Telecommunications Equipment","21.35","0.25","0.8","1.93","5.73","0.98","14.79B","3.29B","63.05B","12.69 - 19.79"
"202","AN","Autonation Inc","121.0","118.7","120.7","1,408,096","1.0","","0.84","Consumer Durables","Automotive Aftermarket","11.85","2.62","4.02","N/A","1.92","0.22","916.20M","100.42M","12.12B","65.45 - 133.48"
"203","ANA.U","Arctos Northstar Acquisition Corp","10.000","10.000","10.000","45,200","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"204","ANA.W","Arctos Northstar Acquisition Corp WT","0.8501","0.8196","0.8501","22,600","0.0301","","3.67","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"205","ANAC","Arctos Northstar Acquisition Corp Cl A","9.790","9.740","9.770","800","-0.010","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"206","ANET","Arista Networks Inc","131.2","128.8","130.7","1,819,048","2.0","","1.58","","","50.49","1.94","3.88","N/A","10.24","10.24","350.69M","72.53M","9.48B","65.52 - 134.14"
"207","ANF","Abercrombie & Fitch Company","36.05","34.70","35.48","1,343,144","-0.45","","1.25","Consumer Services","Clothing/Shoe/Accessory Stores","N/A","N/A","N/A","5.48","0.86","0.3","181.74M","68.09M","2.42B","18.69 - 48.97"
"208","ANTM","Anthem Inc","431.5","419.8","431.0","1,202,933","11.3","","2.70","","","19.98","1.37","10.57","1.43","2.06","0.62","5.75B","262.56M","113.16B","286.04 - 439.90"
"209","ANVS","Annovis Bio Inc","22.88","20.81","21.04","124,311","-1.05","","4.75","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"210","AOD","Alpine Total Dynamic Dividend","10.24","10.19","10.21","357,702","0.01","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","8.59 - 10.50"
"211","AOMR","Angel Oak Mortgage Inc","16.94","16.70","16.77","55,263","-0.02","","0.12","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"212","AON","AON Plc","297.7","291.5","293.7","1,362,764","-1.8","","0.60","Finance","Specialty Insurers","21.35","1.7","6.85","0.99","7.05","3.26","2.54B","254.34M","74.71B","200.65 - 326.25"
"213","AOS","Smith A.O. Corp","84.03","82.86","83.63","587,741","0.76","","0.92","Consumer Durables","Metal Fabrications","30.25","3.5","1.97","0.94","6.38","3.6","549.50M","172.48M","14.42B","52.08 - 83.62"
"214","AP","Ampco-Pittsburgh Corp","5.060","4.930","5.060","17,419","0.010","","0.20","Capital Goods","Fluid Controls","N/A","N/A","N/A","N/A","1.42","0.55","7.81M","12.36M","62.54M","4.12 - 8.81"
"215","APAM","Artisan Partners Asset Mgmt","45.74","44.39","44.63","293,191","-0.55","","1.22","","","20.74","1.37","1.7","6.78","11.99","2.36","250.43M","49.79M","2.22B","43.06 - 57.65"
"216","APD","Air Products and Chemicals","295.9","292.8","295.4","683,692","2.2","","0.74","Basic Industries","Major Chemicals","12.09","5.3","13.31","2.35","3.74","3.54","3.18B","217.93M","64.36B","245.75 - 316.39"
"217","APG","Api Group Corp","24.21","23.63","23.85","526,340","0.11","","0.46","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","16.63 - 25.75"
"218","APG.U","Apollo Strategic Growth Capital II","10.000","9.990","10.000","1,921","-0.010","","0.10","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"219","APG.W","Apollo Strategic Growth Capital II WT","1.070","1.050","1.060","9,938","-0.070","","6.19","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"220","APGB","Apollo Strategic Growth Capital II Cl A","9.780","9.770","9.780","1,014","0.000","","0.00","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"221","APH","Amphenol Corp","84.36","83.41","84.27","1,933,493","1.16","","1.40","Capital Goods","Electrical Products","29.16","2.55","2.97","0.89","6.73","4.01","1.54B","305.43M","25.74B","58.58 - 138.20"
"222","APLE","Apple Hospitality REIT Inc","16.00","15.59","15.65","1,473,779","-0.26","","1.63","","","22.94","N/A","0.82","6.35","1.2","3.56","420.26M","223.28M","3.49B","12.29 - 17.44"
"223","APN.U","Apeiron Capital Investment Corp. Units","10.11","10.03","10.11","2,421","0.03","","0.30","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"224","APO","Apollo Global Management Llc C","72.20","69.65","69.65","5,310,334","-0.84","","1.19","Finance","Investment Managers","12.64","1.38","2.55","6.45","6.43","2.8","N/A","193.99M","13.51B","45.40 - 81.07"
"225","APO-A","Apollo Global Mgmt Inc [Apo/Pa]","25.34","25.28","25.31","12,340","0.03","","0.12","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.03 - 27.02"
"226","APO-B","Apollo Global Mgmt Inc [Apo/Pb]","26.18","26.05","26.15","11,838","0.06","","0.23","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.80 - 27.56"
"227","APRN","Blue Apron Holdings Inc","10.870","8.620","9.360","2,465,894","-1.320","","12.36","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","30.04M","281.20M","3.52 - 12.76"
"228","APS.U","Apollo Strategic Growth Capital Unit","10.34","10.33","10.33","5,160","-0.07","","0.67","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10.00 - 12.31"
"229","APS.W","Apollo Strategic Growth Capital [Apsg/W]","1.390","1.290","1.340","230,229","0.010","","0.75","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.75 - 2.93"
"230","APSG","Apollo Strategic Growth Capital Cl A","9.940","9.850","9.870","607,058","-0.070","","0.70","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","9.64 - 11.40"
"231","APT-A","Aptiv Plc 5.5% Mandatory Cnv Ser A","186.6","185.3","186.6","18,827","0.8","","0.42","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","142.72 - 201.10"
"232","APTS","Preferred Apartment Communities","14.04","13.60","14.00","546,302","0.23","","1.67","","","N/A","N/A","N/A","4.88","0.64","2.73","142.18M","33.32M","466.50M","7.04 - 14.56"
"233","APTV","Aptiv Plc","169.5","166.4","169.0","588,259","2.2","","1.30","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","119.75 - 180.81"
"234","AQN","Algonquin Pwr & Util","14.01","13.82","13.88","1,943,799","-0.02","","0.14","","","59.78","N/A","0.18","4.36","1.86","3.26","504.92M","385.98M","5.36B","13.39 - 17.86"
"235","AQNA","Algonquin Power & Utilities Corp","27.56","27.28","27.30","26,197","-0.25","","0.91","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","25.71 - 28.75"
"236","AQNB","Algonquin Power & Utilities Corp 6.20%","27.66","27.30","27.31","13,350","-0.25","","0.91","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","26.80 - 28.75"
"237","AQNU","Algonquin Power & Utilities Corp","45.77","45.22","45.27","11,654","0.10","","0.22","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0.00 - 0.00"
"238","AQUA","Evoqua Water Technologies Corp","47.02","45.89","46.26","378,216","-0.26","","0.56","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","22.00 - 49.38"
"239","AR","Antero Resources Corp","17.67","16.81","17.41","5,097,007","0.17","","0.99","","","436.05","2","0.04","N/A","0.75","2.08","1.36B","315.73M","5.50B","4.71 - 21.99"
"240","ARC","American Reprographics Company","3.200","3.100","3.160","155,379","0.000","","0.00","Consumer Services","Professional Services","19.33","2.32","0.24","N/A","1.36","0.54","56.98M","46.44M","146.75M","1.35 - 3.43"
